CVE,New CWE,Reasoning
CVE-2021-38997,CWE-79,"(Chains: CWE-20->CWE-79, CWE-20->CWE-384) ""vulnerable to HTTP header injection, caused by improper validation of input by the HOST headers...including cross-site scripting, cache poisoning or session hijacking"""
CVE-2021-38997,CWE-384,"(Chains: CWE-20->CWE-79, CWE-20->CWE-384) ""vulnerable to HTTP header injection, caused by improper validation of input by the HOST headers...including cross-site scripting, cache poisoning or session hijacking"""
CVE-2021-39024,CWE-79,"""vulnerable to cross-site scripting"""
CVE-2021-39028,CWE-20,"(Chains: CWE-20->CWE-79, CWE-20->CWE-384) ""vulnerable to HTTP header injection, caused by improper validation of input by the HOST headers...including cross-site scripting, cache poisoning or session hijacking"""
CVE-2021-39028,CWE-79,"(Chains: CWE-20->CWE-79, CWE-20->CWE-384) ""vulnerable to HTTP header injection, caused by improper validation of input by the HOST headers...including cross-site scripting, cache poisoning or session hijacking"""
CVE-2021-39028,CWE-384,"(Chains: CWE-20->CWE-79, CWE-20->CWE-384) ""vulnerable to HTTP header injection, caused by improper validation of input by the HOST headers...including cross-site scripting, cache poisoning or session hijacking"""
CVE-2021-3935,CWE-295,"(Chains: CWE-295->CWE-89) ""When PgBouncer is configured to use ""cert"" authentication, a man-in-the-middle attacker can inject arbitrary SQL queries when a connection is first established"""
CVE-2021-3935,CWE-89,"(Chains: CWE-295->CWE-89) ""When PgBouncer is configured to use ""cert"" authentication, a man-in-the-middle attacker can inject arbitrary SQL queries when a connection is first established"""
CVE-2021-40336,CWE-113,"""HTTP response splitting"""
CVE-2021-40604,CWE-918,"(Chains: CWE-918->CWE-502) ""A Server-Side Request Forgery (SSRF) vulnerability...allows remote authenticated users to request arbitrary URLs or trigger deserialization via phar protocol""."
CVE-2021-40604,CWE-502,"(Chains: CWE-918->CWE-502) ""A Server-Side Request Forgery (SSRF) vulnerability...allows remote authenticated users to request arbitrary URLs or trigger deserialization via phar protocol""."
CVE-2021-40658,CWE-79,"""HTML injection vulnerability"""
CVE-2021-41421,CWE-79,"github reference shows a demo that uses XSS and shows creation of (and execution of) phpinfo.php, so this is also CWE-434: Unrestricted Upload of File with Dangerous Type."
CVE-2021-41421,CWE-434,"github reference shows a demo that uses XSS and shows creation of (and execution of) phpinfo.php, so this is also CWE-434: Unrestricted Upload of File with Dangerous Type."
CVE-2021-41433,CWE-89,"""SQL Injection vulnerability"""
CVE-2021-41437,CWE-113,"""An HTTP response splitting"""
CVE-2021-41749,CWE-1336,"""Server-Side Template Injection"""
CVE-2021-42232,CWE-78,"""tddp os command injection"" -- https://github.com/mQaLeX/IoT/blob/main/tp-link/Archer%20A7(US)_V5_20519_tddp.md"
CVE-2021-42651,CWE-1336,"""A Server Side Template Injection (SSTI)"""
CVE-2021-4267,CWE-79,"""cross site scripting"""
CVE-2021-42872,CWE-78,"https://github.com/p1Kk/vuln/blob/main/totolink_ex1200t_NoticeUrl_rce4.md shows proof of concept that specifies os level commands being used, making this CWE-78."
CVE-2021-4326,NVD-CWE-Insufficient-Info,"We are given technical impact which is: ""execute arbitrary shell commands"" but not what mistake led to that. Reference (https://github.com/zowe/imperative/) is a generic framework page."
CVE-2021-44080,CWE-78,"""A Command Injection...allows...arbitrary OS commands as root"""
CVE-2021-46877,CWE-789,"issue 3328 ref says ""if attacker provides, instead, a payload that contains only 4-byte length, with value of Integer.MAX_VALUE... Allocate 2 gig byte[] array... a large buffer allocation may well run process out of (heap) memory"""
CVE-2022-0073,CWE-20,"https://github.com/litespeedtech/openlitespeed/blob/v1.7.16/dist/admin/html.open/lib/CValidation.php#L565 shows the code on line 565 as part of function ""check_cmd_invalid_str($cmd)"" that actually validates a string with a denylist avoiding various shell commands, but since this is a regular code listing and not a diff, it's not sufficient proof of OS command injection. NVD Contributor only mapped to CWE-20."
CVE-2022-0073,UNSURE,"https://github.com/litespeedtech/openlitespeed/blob/v1.7.16/dist/admin/html.open/lib/CValidation.php#L565 shows the code on line 565 as part of function ""check_cmd_invalid_str($cmd)"" that actually validates a string with a denylist avoiding various shell commands, but since this is a regular code listing and not a diff, it's not sufficient proof of OS command injection. NVD Contributor only mapped to CWE-20."
CVE-2022-0210,CWE-116,"(Chains: CWE-116->CWE-79) ""vulnerable to Stored Cross-Site Scripting due to insufficient escaping"""
CVE-2022-0210,CWE-79,"(Chains: CWE-116->CWE-79) ""vulnerable to Stored Cross-Site Scripting due to insufficient escaping"""
CVE-2022-0217,CWE-776,"""expansion of recursive entity references from DTDs (CWE-776)...XML External Entity References (CWE-611)"""
CVE-2022-0217,CWE-611,"""expansion of recursive entity references from DTDs (CWE-776)...XML External Entity References (CWE-611)"""
CVE-2022-0220,CWE-116,"(Chains: CWE-116->CWE-79) ""responds with JSON data without an ""application/json"" content-type. Since an HTML payload isn't properly escaped... Javascript code may be executed on a victim's browser."" Research: incorrect type detection/specification."
CVE-2022-0220,CWE-79,"(Chains: CWE-116->CWE-79) ""responds with JSON data without an ""application/json"" content-type. Since an HTML payload isn't properly escaped... Javascript code may be executed on a victim's browser."" Research: incorrect type detection/specification."
CVE-2022-0220,CWE-RESEARCH,"(Chains: CWE-116->CWE-79) ""responds with JSON data without an ""application/json"" content-type. Since an HTML payload isn't properly escaped... Javascript code may be executed on a victim's browser."" Research: incorrect type detection/specification."
CVE-2022-0366,CWE-89,"""SQLi vulnerability"""
CVE-2022-0421,CWE-862,"(Chains: CWE-116->CWE-79) ""does not have authorisation...due to the lack of sanitisation and escaping, attackers could perform Cross-Site Scripting attacks"""
CVE-2022-0421,CWE-116,"(Chains: CWE-116->CWE-79) ""does not have authorisation...due to the lack of sanitisation and escaping, attackers could perform Cross-Site Scripting attacks"""
CVE-2022-0421,CWE-79,"(Chains: CWE-116->CWE-79) ""does not have authorisation...due to the lack of sanitisation and escaping, attackers could perform Cross-Site Scripting attacks"""
CVE-2022-0423,CWE-862,"(Chains: CWE-862->CWE-79, CWE-352->CWE-79, CWE-116->CWE-79) ""does not have authorisation and CSRF checks...does not have any sanitisation/escaping, allowing any authenticated users, such as subscriber to put Cross-Site Scripting"""
CVE-2022-0423,CWE-79,"(Chains: CWE-862->CWE-79, CWE-352->CWE-79, CWE-116->CWE-79) ""does not have authorisation and CSRF checks...does not have any sanitisation/escaping, allowing any authenticated users, such as subscriber to put Cross-Site Scripting"""
CVE-2022-0423,CWE-352,"(Chains: CWE-862->CWE-79, CWE-352->CWE-79, CWE-116->CWE-79) ""does not have authorisation and CSRF checks...does not have any sanitisation/escaping, allowing any authenticated users, such as subscriber to put Cross-Site Scripting"""
CVE-2022-0423,CWE-116,"(Chains: CWE-862->CWE-79, CWE-352->CWE-79, CWE-116->CWE-79) ""does not have authorisation and CSRF checks...does not have any sanitisation/escaping, allowing any authenticated users, such as subscriber to put Cross-Site Scripting"""
CVE-2022-0439,CWE-89,"""vulnerable to blind SQL injection attacks...does not have any CSRF protection"""
CVE-2022-0439,CWE-352,"""vulnerable to blind SQL injection attacks...does not have any CSRF protection"""
CVE-2022-0450,CWE-862,"(Chains: CWE-116->CWE-79) ""does not have authorisation and CSRF checks... does not validate, sanitise and escape [data]... Cross-Site Scripting payloads"""
CVE-2022-0450,CWE-352,"(Chains: CWE-116->CWE-79) ""does not have authorisation and CSRF checks... does not validate, sanitise and escape [data]... Cross-Site Scripting payloads"""
CVE-2022-0450,CWE-116,"(Chains: CWE-116->CWE-79) ""does not have authorisation and CSRF checks... does not validate, sanitise and escape [data]... Cross-Site Scripting payloads"""
CVE-2022-0450,CWE-79,"(Chains: CWE-116->CWE-79) ""does not have authorisation and CSRF checks... does not validate, sanitise and escape [data]... Cross-Site Scripting payloads"""
CVE-2022-0479,CWE-116,"(Chains: CWE-116->CWE-89, CWE-116->CWE-79) ""does not sanitise and escape...in a SQL statement...SQL injection,...used to perform Reflected Cross-Site Scripting attack"""
CVE-2022-0479,CWE-89,"(Chains: CWE-116->CWE-89, CWE-116->CWE-79) ""does not sanitise and escape...in a SQL statement...SQL injection,...used to perform Reflected Cross-Site Scripting attack"""
CVE-2022-0479,CWE-79,"(Chains: CWE-116->CWE-89, CWE-116->CWE-79) ""does not sanitise and escape...in a SQL statement...SQL injection,...used to perform Reflected Cross-Site Scripting attack"""
CVE-2022-0642,CWE-352,"(Chains: CWE-352->CWE-79) ""does not properly check CSRF tokens...leading to a stored Cross-Site Scripting vulnerability"""
CVE-2022-0642,CWE-79,"(Chains: CWE-352->CWE-79) ""does not properly check CSRF tokens...leading to a stored Cross-Site Scripting vulnerability"""
CVE-2022-0661,CWE-138,"(Chains: CWE-138->CWE-79) ""does not properly sanitize [input]"", ""arbitrary HTML or javascript"", ""cross-site scripting"", ""inject PHP code"" in desc. Ref shows injection of a <?php> payload."
CVE-2022-0661,CWE-79,"(Chains: CWE-138->CWE-79) ""does not properly sanitize [input]"", ""arbitrary HTML or javascript"", ""cross-site scripting"", ""inject PHP code"" in desc. Ref shows injection of a <?php> payload."
CVE-2022-0661,CWE-94,"(Chains: CWE-138->CWE-79) ""does not properly sanitize [input]"", ""arbitrary HTML or javascript"", ""cross-site scripting"", ""inject PHP code"" in desc. Ref shows injection of a <?php> payload."
CVE-2022-0780,CWE-352,"(Chains: CWE-352->CWE-79, CWE-138->CWE-79) ""disable the verification of CSRF nonces"", ""Cross-Site Scripting due to the lack of sanitisation and escaping"" in desc"
CVE-2022-0780,CWE-79,"(Chains: CWE-352->CWE-79, CWE-138->CWE-79) ""disable the verification of CSRF nonces"", ""Cross-Site Scripting due to the lack of sanitisation and escaping"" in desc"
CVE-2022-0780,CWE-138,"(Chains: CWE-352->CWE-79, CWE-138->CWE-79) ""disable the verification of CSRF nonces"", ""Cross-Site Scripting due to the lack of sanitisation and escaping"" in desc"
CVE-2022-0818,CWE-862,"(Chains: CWE-862->CWE-79, CWE-352->CWE-79, CWE-138->CWE-79) ""does not have authorization and CSRF checks... does not sanitize... XSS"" in desc"
CVE-2022-0818,CWE-79,"(Chains: CWE-862->CWE-79, CWE-352->CWE-79, CWE-138->CWE-79) ""does not have authorization and CSRF checks... does not sanitize... XSS"" in desc"
CVE-2022-0818,CWE-352,"(Chains: CWE-862->CWE-79, CWE-352->CWE-79, CWE-138->CWE-79) ""does not have authorization and CSRF checks... does not sanitize... XSS"" in desc"
CVE-2022-0818,CWE-138,"(Chains: CWE-862->CWE-79, CWE-352->CWE-79, CWE-138->CWE-79) ""does not have authorization and CSRF checks... does not sanitize... XSS"" in desc"
CVE-2022-0830,CWE-352,"(Chains: CWE-352->CWE-79, CWE-116->CWE-79, CWE-138->CWE-79) ""not have CSRF checks"", ""does not sanitise [or] escape... form field values"", "" Cross-Site Scripting"" in desc"
CVE-2022-0830,CWE-79,"(Chains: CWE-352->CWE-79, CWE-116->CWE-79, CWE-138->CWE-79) ""not have CSRF checks"", ""does not sanitise [or] escape... form field values"", "" Cross-Site Scripting"" in desc"
CVE-2022-0830,CWE-116,"(Chains: CWE-352->CWE-79, CWE-116->CWE-79, CWE-138->CWE-79) ""not have CSRF checks"", ""does not sanitise [or] escape... form field values"", "" Cross-Site Scripting"" in desc"
CVE-2022-0830,CWE-138,"(Chains: CWE-352->CWE-79, CWE-116->CWE-79, CWE-138->CWE-79) ""not have CSRF checks"", ""does not sanitise [or] escape... form field values"", "" Cross-Site Scripting"" in desc"
CVE-2022-0875,CWE-352,"(Chains: CWE-352->CWE-79, CWE-116->CWE-79, CWE-138->CWE-79) ""does not have CSRF check ... does not sanitise [or] escape"", ""Cross-Site Scripting"" in desc"
CVE-2022-0875,CWE-79,"(Chains: CWE-352->CWE-79, CWE-116->CWE-79, CWE-138->CWE-79) ""does not have CSRF check ... does not sanitise [or] escape"", ""Cross-Site Scripting"" in desc"
CVE-2022-0875,CWE-116,"(Chains: CWE-352->CWE-79, CWE-116->CWE-79, CWE-138->CWE-79) ""does not have CSRF check ... does not sanitise [or] escape"", ""Cross-Site Scripting"" in desc"
CVE-2022-0875,CWE-138,"(Chains: CWE-352->CWE-79, CWE-116->CWE-79, CWE-138->CWE-79) ""does not have CSRF check ... does not sanitise [or] escape"", ""Cross-Site Scripting"" in desc"
CVE-2022-0895,CWE-790,"(Chains: CWE-790->CWE-79) ""allows HTML tags"" in huntr.dev ref. Commit ref adds ""strip_tags() calls, i.e., a filter. Desc says ""Static Code Injection"" but this is HTML injection, so CWE-79 is used."
CVE-2022-0895,CWE-79,"(Chains: CWE-790->CWE-79) ""allows HTML tags"" in huntr.dev ref. Commit ref adds ""strip_tags() calls, i.e., a filter. Desc says ""Static Code Injection"" but this is HTML injection, so CWE-79 is used."
